t,10∫≈÷ßº‹,20∫≈÷ßº‹,30∫≈÷ßº‹,40∫≈÷ßº‹,50∫≈÷ßº‹,60∫≈÷ßº‹,70∫≈÷ßº‹,80∫≈÷ßº‹,90∫≈÷ßº‹,100∫≈÷ßº‹,110∫≈÷ßº‹,120∫≈÷ßº‹,130∫≈÷ßº‹,140∫≈÷ßº‹
2021-01-08 00:19:00,0.366666667,0.668333333,0.386666667,0.585,0.803333333,0.301666667,0.921666667,0.731666667,0.965,0.96,0.433333333,0.246666667,0.345,0.061666667
2021-01-08 02:33:00,0.673333333,0.441666667,0.686666667,0.951666667,0.821666667,0.188333333,0.645,0.918333333,0.798333333,0.931666667,0.353333333,0.14,0.385,0.161666667
2021-01-08 05:35:00,0.601666667,0.263333333,0.34,0.865,0.983333333,0.193333333,0.668333333,0.963333333,0.61,0.956666667,0.385,0.158333333,0.393333333,0.188333333
2021-01-08 06:20:00,0.793333333,0.888333333,0.611666667,0.475,0.37,0.461666667,0.548333333,0.81,0.476666667,0.825,0.466666667,0.466666667,0.42,0.466666667
2021-01-08 11:40:00,0.763333333,0.621666667,0.848333333,0.36,0.71,0.275,0.671666667,0.703333333,0.588333333,0.786666667,0.29,0.186666667,0.168333333,0.073333333
2021-01-08 13:32:00,0.758333333,0.718333333,0.816666667,0.605,0.71,0.185,0.735,0.573333333,0.723333333,0.896666667,0.373333333,0.203333333,0.266666667,0.17
2021-01-08 15:37:00,0.381666667,0.685,0.985,0.783333333,0.18,0.166666667,0.876666667,0.285,0.738333333,0.406666667,0.463333333,0.096666667,0.291666667,0.176666667
2021-01-08 16:24:00,0.425,0.658333333,0.986666667,0.526666667,0.405,0.188333333,0.836666667,0.315,0.78,0.431666667,0.49,0.191666667,0.28,0.165
2021-01-08 17:40:00,0.365,0.745,0.9,0.741666667,0.16,0.15,0.463333333,0.325,0.918333333,0.14,0.456666667,0.143333333,0.25,0.186666667
2021-01-09 02:28:00,0.27,0.475,0.47,0.791666667,0.425,0.338333333,0.43,0.291666667,0.741666667,0.12,0.633333333,0.261666667,0.4,0.203333333
2021-01-09 23:52:00,0.276666667,0.975,0.74,0.701666667,0.465,0.511666667,0.453333333,0.441666667,0.673333333,0.165,0.413333333,0.483333333,0.376666667,0.153333333
2021-01-10 03:29:00,0.236666667,0.746666667,0.603333333,0.621666667,0.581666667,0.541666667,0.256666667,0.39,0.905,0.275,0.363333333,0.521666667,0.488333333,0.395
2021-01-10 10:12:00,0.203333333,0.628333333,0.486666667,0.825,0.536666667,0.351666667,0.461666667,0.356666667,0.96,0.18,0.198333333,0.421666667,0.288333333,0.208333333
2021-01-12 00:02:00,0.156666667,0.668333333,0.228333333,0.63,0.315,0.261666667,0.356666667,0.44,0.303333333,0.621666667,0.473333333,0.716666667,0.503333333,0.141666667
2021-01-14 00:46:00,0.595,0.701666667,0.226666667,0.553333333,0.753333333,0.681666667,0.255,0.153333333,0.485,0.665,0.373333333,0.626666667,0.651666667,0.125
2021-01-14 02:37:00,0.696666667,0.616666667,0.91,0.52,0.108333333,0.843333333,0.768333333,0.5,0.95,0.96,0.39,0.896666667,0.983333333,0.133333333
2021-01-14 06:18:00,0.963333333,0.486666667,0.896666667,0.811666667,0.623333333,0.468333333,0.47,0.476666667,0.561666667,0.94,0.441666667,0.56,0.708333333,0.463333333
2021-01-14 10:27:00,0.686666667,0.27,0.925,0.473333333,0.721666667,0.536666667,0.473333333,0.468333333,0.471666667,0.978333333,0.471666667,0.475,0.908333333,0.473333333
2021-01-14 11:39:00,0.953333333,0.358333333,0.686666667,0.47,0.75,0.535,0.52,0.356666667,0.88,0.95,0.55,0.43,0.955,0.376666667
2021-01-14 14:00:00,0.39,0.328333333,0.241666667,0.92,0.965,0.661666667,0.54,0.168333333,0.953333333,0.22,0.296666667,0.188333333,0.966666667,0.46
2021-01-14 15:27:00,0.403333333,0.35,0.505,0.781666667,0.796666667,0.445,0.348333333,0.17,0.69,0.215,0.333333333,0.185,0.413333333,0.65
2021-01-14 16:57:00,0.141666667,0.36,0.503333333,0.973333333,0.978333333,0.408333333,0.376666667,0.183333333,0.775,0.26,0.301666667,0.195,0.403333333,0.708333333
2021-01-15 02:02:00,0.461666667,0.271666667,0.931666667,0.958333333,0.958333333,0.348333333,0.393333333,0.178333333,0.536666667,0.471666667,0.768333333,0.288333333,0.296666667,0.443333333
2021-01-15 11:28:00,0.47,0.235,0.963333333,0.976666667,0.923333333,0.198333333,0.376666667,0.258333333,0.666666667,0.475,0.496666667,0.163333333,0.345,0.306666667
2021-01-15 13:14:00,0.473333333,0.228333333,0.571666667,0.653333333,1,0.3,0.248333333,0.183333333,0.376666667,0.478333333,0.726666667,0.115,0.223333333,0.293333333
2021-01-15 14:33:00,0.471666667,0.156666667,0.618333333,0.828333333,0.828333333,0.828333333,0.24,0.193333333,0.193333333,0.193333333,0.12,0.12,0.12,0.12
2021-01-15 15:04:00,0.465,0.27,0.91,0.966666667,0.771666667,0.346666667,0.365,0.293333333,0.378333333,0.44,0.493333333,0.23,0.255,0.246666667
2021-01-18 14:37:00,0.125,0.513333333,0.645,0.533333333,0.523333333,0.535,0.538333333,0.808333333,0.343333333,0.196666667,0.333333333,0.185,0.185,0.065
2021-01-18 16:01:00,0.123333333,0.35,0.606666667,0.935,0.4,0.463333333,0.461666667,0.948333333,0.428333333,0.273333333,0.363333333,0.42,0.18,0.096666667
2021-01-18 22:53:00,0.088333333,0.386666667,0.738333333,0.973333333,0.516666667,0.753333333,0.608333333,0.853333333,0.541666667,0.485,0.463333333,0.425,0.138333333,0.111666667
2021-01-19 11:28:00,0.471666667,0.531666667,0.953333333,0.918333333,0.436666667,0.726666667,0.773333333,0.738333333,0.561666667,0.401666667,0.441666667,0.37,0.463333333,0.463333333
2021-01-20 22:27:00,0.185,0.983333333,0.443333333,0.676666667,0.955,0.67,0.878333333,0.968333333,0.191666667,0.401666667,0.566666667,0.508333333,0.305,0.303333333
2021-01-21 00:50:00,0.25,0.511666667,0.528333333,0.94,0.258333333,0.258333333,0.981666667,0.893333333,0.313333333,0.475,0.645,0.58,0.331666667,0.213333333
2021-01-21 03:23:00,0.313333333,0.708333333,0.275,0.713333333,0.658333333,0.351666667,0.95,0.356666667,0.563333333,0.431666667,0.598333333,0.336666667,0.315,0.156666667
2021-01-21 06:56:00,0.09,0.725,0.343333333,0.71,0.893333333,0.455,0.986666667,0.388333333,0.715,0.358333333,0.675,0.318333333,0.345,0.181666667
2021-01-26 13:55:00,0.461666667,0.711666667,0.456666667,0.523333333,0.491666667,0.463333333,0.49,0.466666667,0.47,0.463333333,0.468333333,0.465,0.466666667,0.463333333
2021-01-26 16:58:00,0.19,0.608333333,0.181666667,0.428333333,0.481666667,0.248333333,0.368333333,0.293333333,0.371666667,0.146666667,0.23,0.173333333,0.165,0.108333333
2021-01-26 23:19:00,0.271666667,0.356666667,0.211666667,0.5,0.368333333,0.191666667,0.253333333,0.266666667,0.416666667,0.166666667,0.288333333,0.213333333,0.118333333,0.205
2021-01-27 03:02:00,0.4,0.445,0.326666667,0.198333333,0.243333333,0.1,0.158333333,0.36,0.136666667,0.238333333,0.31,0.28,0.101666667,0.145
2021-01-27 04:12:00,0.468333333,0.383333333,0.456666667,0.21,0.195,0.081666667,0.05,0.476666667,0.138333333,0.376666667,0.335,0.341666667,0.103333333,0.236666667
2021-01-28 02:26:00,0.31,0.466666667,0.965,0.971666667,0.238333333,0.593333333,0.21,0.286666667,0.641666667,0.425,0.746666667,0.093333333,0.133333333,0.145
2021-01-28 05:23:00,0.243333333,0.25,0.591666667,0.355,0.266666667,0.846666667,0.213333333,0.256666667,0.876666667,0.803333333,0.796666667,0.141666667,0.15,0.171666667
2021-01-28 07:46:00,0.336666667,0.458333333,0.573333333,0.463333333,0.46,0.988333333,0.463333333,0.463333333,0.578333333,0.663333333,0.606666667,0.465,0.465,0.465
2021-01-28 12:40:00,0.235,0.18,0.41,0.228333333,0.186666667,0.495,0.285,0.255,0.711666667,0.508333333,0.465,0.248333333,0.303333333,0.225
2021-01-29 00:26:00,0.238333333,0.173333333,0.281666667,0.276666667,0.211666667,0.886666667,0.845,0.238333333,0.478333333,0.363333333,0.405,0.293333333,0.32,0.195
2021-01-29 05:31:00,0.276666667,0.291666667,0.283333333,0.328333333,0.28,0.921666667,0.451666667,0.398333333,0.555,0.376666667,0.37,0.32,0.215,0.121666667
2021-01-29 06:46:00,0.37,0.316666667,0.321666667,0.54,0.706666667,0.945,0.315,0.675,0.268333333,0.345,0.346666667,0.201666667,0.256666667,0.146666667
2021-02-01 00:34:00,0.111666667,0.138333333,0.691666667,0.133333333,0.866666667,0.646666667,0.27,0.465,0.186666667,0.175,0.76,0.28,0.408333333,0.343333333
2021-02-01 03:28:00,0.46,0.458333333,0.891666667,0.463333333,0.741666667,0.471666667,0.465,0.585,0.423333333,0.461666667,0.566666667,0.365,0.423333333,0.421666667
2021-02-02 01:27:00,0.135,0.531666667,0.321666667,0.923333333,0.828333333,0.728333333,0.82,0.353333333,0.161666667,0.18,0.268333333,0.178333333,0.435,0.383333333
2021-02-02 04:56:00,0.176666667,0.948333333,0.216666667,0.741666667,0.761666667,0.836666667,0.308333333,0.246666667,0.185,0.106666667,0.203333333,0.15,0.27,0.33
2021-02-02 06:36:00,0.253333333,0.59,0.383333333,0.721666667,0.671666667,0.828333333,0.25,0.235,0.401666667,0.3,0.375,0.163333333,0.171666667,0.24
2021-02-02 13:05:00,0.16,0.906666667,0.296666667,0.74,0.681666667,0.803333333,0.298333333,0.256666667,0.323333333,0.143333333,0.305,0.088333333,0.143333333,0.218333333
2021-02-02 15:05:00,0.258333333,0.7,0.286666667,0.9,0.836666667,0.631666667,0.218333333,0.386666667,0.5,0.146666667,0.406666667,0.165,0.133333333,0.331666667
2021-02-02 23:04:00,0.23,0.571666667,0.801666667,0.57,0.891666667,0.581666667,0.37,0.335,0.521666667,0.153333333,0.283333333,0.22,0.13,0.435
2021-02-04 14:22:00,0.353333333,0.413333333,0.395,0.281666667,0.496666667,0.616666667,0.405,0.436666667,0.438333333,0.53,0.535,0.106666667,0.333333333,0.353333333
2021-02-04 15:46:00,0.441666667,0.33,0.505,0.356666667,0.511666667,0.603333333,0.393333333,0.338333333,0.36,0.316666667,0.356666667,0.17,0.261666667,0.18
2021-02-04 23:18:00,0.22,0.501666667,0.433333333,0.366666667,0.486666667,0.321666667,0.161666667,0.433333333,0.446666667,0.373333333,0.373333333,0.063333333,0.251666667,0.183333333
2021-02-05 01:51:00,0.273333333,0.61,0.401666667,0.488333333,0.305,0.33,0.35,0.51,0.481666667,0.32,0.248333333,0.141666667,0.19,0.178333333
2021-02-05 05:22:00,0.196666667,0.503333333,0.391666667,0.776666667,0.211666667,0.36,0.475,0.55,0.278333333,0.478333333,0.473333333,0.148333333,0.125,0.226666667
2021-02-05 10:28:00,0.17,0.608333333,0.478333333,0.943333333,0.241666667,0.461666667,0.656666667,0.596666667,0.401666667,0.51,0.565,0.095,0.155,0.181666667
2021-02-06 00:26:00,0.21,0.24,0.466666667,0.788333333,0.605,0.361666667,0.853333333,0.751666667,0.95,0.553333333,0.695,0.14,0.191666667,0.111666667
2021-02-06 05:01:00,0.461666667,0.448333333,0.461666667,0.656666667,0.726666667,0.73,0.733333333,0.88,0.705,0.461666667,0.728333333,0.463333333,0.428333333,0.463333333
2021-02-06 12:14:00,0.296666667,0.528333333,0.096666667,0.741666667,0.56,0.79,0.803333333,0.79,0.191666667,0.588333333,0.548333333,0.188333333,0.183333333,0.086666667
2021-02-06 13:45:00,0.2,0.593333333,0.32,0.673333333,0.403333333,0.75,0.918333333,0.878333333,0.485,0.366666667,0.646666667,0.243333333,0.173333333,0.128333333
2021-02-06 16:54:00,0.25,0.695,0.54,0.54,0.608333333,0.656666667,0.911666667,0.945,0.765,0.15,0.425,0.2,0.196666667,0.165
2021-02-06 23:51:00,0.201666667,0.503333333,0.716666667,0.706666667,0.528333333,0.871666667,0.93,0.915,0.558333333,0.22,0.418333333,0.095,0.238333333,0.238333333
2021-02-07 03:03:00,0.4,0.508333333,0.678333333,0.611666667,0.448333333,0.48,0.965,0.676666667,0.561666667,0.893333333,0.465,0.325,0.46,0.455
2021-02-07 10:09:00,0.423333333,0.515,0.648333333,0.463333333,0.463333333,0.703333333,0.973333333,0.933333333,0.581666667,0.951666667,0.465,0.46,0.458333333,0.465
2021-02-07 12:39:00,0.495,0.491666667,0.495,0.498333333,0.628333333,0.595,0.945,0.711666667,0.875,0.951666667,0.185,0.336666667,0.278333333,0.201666667
2021-02-08 01:33:00,0.32,0.176666667,0.94,0.271666667,0.348333333,0.348333333,0.456666667,0.94,0.285,0.321666667,0.39,0.25,0.533333333,0.175
2021-02-08 03:51:00,0.181666667,0.261666667,0.963333333,0.27,0.405,0.42,0.633333333,0.715,0.32,0.368333333,0.436666667,0.306666667,0.63,0.22
2021-02-08 05:39:00,0.461666667,0.46,0.82,0.463333333,0.46,0.541666667,0.695,0.463333333,0.486666667,0.671666667,0.471666667,0.351666667,0.531666667,0.463333333
2021-02-08 11:04:00,0.43,0.295,0.926666667,0.415,0.423333333,0.766666667,0.4,0.371666667,0.66,0.936666667,0.406666667,0.348333333,0.615,0.196666667
2021-02-09 00:05:00,0.151666667,0.256666667,0.69,0.298333333,0.416666667,0.248333333,0.363333333,0.461666667,0.53,0.355,0.406666667,0.445,0.433333333,0.193333333
2021-02-09 04:44:00,0.463333333,0.468333333,0.621666667,0.458333333,0.493333333,0.468333333,0.475,0.49,0.591666667,0.511666667,0.473333333,0.398333333,0.408333333,0.358333333
2021-02-09 12:17:00,0.473333333,0.47,0.576666667,0.255,0.436666667,0.473333333,0.345,0.44,0.353333333,0.421666667,0.395,0.415,0.478333333,0.293333333
2021-02-10 00:18:00,0.253333333,0.421666667,0.525,0.265,0.471666667,0.395,0.341666667,0.506666667,0.493333333,0.395,0.428333333,0.393333333,0.418333333,0.148333333
2021-02-10 06:13:00,0.47,0.463333333,0.633333333,0.565,0.601666667,0.473333333,0.493333333,0.476666667,0.615,0.473333333,0.473333333,0.471666667,0.473333333,0.463333333
2021-02-10 10:07:00,0.456666667,0.463333333,0.57,0.778333333,0.805,0.446666667,0.446666667,0.501666667,0.933333333,0.46,0.661666667,0.461666667,0.46,0.458333333
2021-02-10 13:20:00,0.195,0.738333333,0.681666667,0.663333333,0.796666667,0.331666667,0.643333333,0.431666667,0.461666667,0.5,0.696666667,0.461666667,0.101666667,0.463333333
2021-02-10 18:02:00,0.175,0.706666667,0.198333333,0.668333333,0.57,0.341666667,0.401666667,0.315,0.291666667,0.585,0.741666667,0.393333333,0.145,0.161666667
2021-02-11 00:42:00,0.24,0.978333333,0.118333333,0.388333333,0.623333333,0.198333333,0.436666667,0.376666667,0.256666667,0.241666667,0.521666667,0.295,0.123333333,0.203333333
2021-02-11 02:35:00,0.338333333,0.933333333,0.173333333,0.701666667,0.74,0.236666667,0.273333333,0.556666667,0.393333333,0.373333333,0.401666667,0.216666667,0.468333333,0.458333333
2021-02-11 05:43:00,0.471666667,0.955,0.466666667,0.895,0.705,0.471666667,0.548333333,0.475,0.59,0.541666667,0.371666667,0.471666667,0.471666667,0.466666667
2021-02-11 10:50:00,0.471666667,0.915,0.473333333,0.926666667,0.441666667,0.473333333,0.358333333,0.473333333,0.28,0.188333333,0.258333333,0.473333333,0.471666667,0.473333333
2021-02-12 00:32:00,0.471666667,0.293333333,0.543333333,0.563333333,0.486666667,0.24,0.205,0.885,0.64,0.551666667,0.476666667,0.473333333,0.473333333,0.473333333
2021-02-12 03:20:00,0.471666667,0.11,0.728333333,0.598333333,0.393333333,0.276666667,0.313333333,0.248333333,0.953333333,0.54,0.138333333,0.471666667,0.473333333,0.471666667
2021-02-12 06:29:00,0.473333333,0.47,0.783333333,0.525,0.593333333,0.466666667,0.463333333,0.471666667,0.595,0.465,0.461666667,0.473333333,0.473333333,0.473333333
2021-02-12 12:57:00,0.983333333,0.461666667,0.531666667,0.47,0.475,0.465,0.475,0.466666667,0.786666667,0.516666667,0.466666667,0.468333333,0.468333333,0.468333333
2021-02-13 00:50:00,0.353333333,0.336666667,0.205,0.435,0.33,0.608333333,0.72,0.471666667,0.505,0.363333333,0.576666667,0.191666667,0.303333333,0.093333333
2021-02-14 00:04:00,0.223333333,0.223333333,0.313333333,0.646666667,0.38,0.38,0.95,0.943333333,0.858333333,0.686666667,0.138333333,0.141666667,0.43,0.073333333
2021-02-14 00:40:00,0.193333333,0.161666667,0.328333333,0.78,0.445,0.291666667,0.863333333,0.935,0.895,0.706666667,0.263333333,0.251666667,0.423333333,0.081666667
2021-02-14 02:04:00,0.09,0.168333333,0.52,0.576666667,0.523333333,0.32,0.5,0.428333333,0.97,0.366666667,0.268333333,0.305,0.456666667,0.088333333
2021-02-14 03:17:00,0.11,0.186666667,0.656666667,0.706666667,0.616666667,0.271666667,0.375,0.343333333,0.95,0.391666667,0.266666667,0.478333333,0.391666667,0.131666667
2021-02-14 04:38:00,0.078333333,0.158333333,0.51,0.341666667,0.573333333,0.336666667,0.31,0.275,0.965,0.593333333,0.296666667,0.578333333,0.366666667,0.131666667
2021-02-14 06:02:00,0.465,0.273333333,0.938333333,0.47,0.806666667,0.461666667,0.463333333,0.471666667,0.946666667,0.943333333,0.455,0.533333333,0.468333333,0.466666667
2021-02-14 11:01:00,0.473333333,0.243333333,0.841666667,0.473333333,0.768333333,0.47,0.473333333,0.473333333,0.413333333,0.771666667,0.313333333,0.355,0.473333333,0.473333333
2021-02-14 22:31:00,0.231666667,0.333333333,0.36,0.265,0.306666667,0.251666667,0.451666667,0.483333333,0.336666667,0.69,0.46,0.626666667,0.121666667,0.358333333
2021-02-15 01:08:00,0.325,0.438333333,0.243333333,0.23,0.315,0.223333333,0.66,0.763333333,0.288333333,0.46,0.533333333,0.291666667,0.373333333,0.451666667
2021-02-15 06:38:00,0.466666667,0.461666667,0.458333333,0.47,0.465,0.465,0.716666667,0.556666667,0.471666667,0.546666667,0.521666667,0.371666667,0.518333333,0.473333333
2021-02-15 12:14:00,0.471666667,0.47,0.461666667,0.473333333,0.471666667,0.423333333,0.541666667,0.431666667,0.491666667,0.303333333,0.445,0.371666667,0.216666667,0.471666667
2021-02-15 14:26:00,0.473333333,0.471666667,0.471666667,0.47,0.475,0.405,0.658333333,0.471666667,0.425,0.358333333,0.518333333,0.466666667,0.465,0.471666667
2021-02-16 00:17:00,0.471666667,0.471666667,0.471666667,0.468333333,0.473333333,0.425,0.335,0.473333333,0.38,0.461666667,0.53,0.196666667,0.473333333,0.473333333
2021-02-16 05:01:00,0.465,0.466666667,0.483333333,0.521666667,0.47,0.435,0.51,0.46,0.493333333,0.46,0.446666667,0.463333333,0.466666667,0.468333333
2021-02-16 10:41:00,0.461666667,0.431666667,0.54,0.595,0.436666667,0.55,0.591666667,0.463333333,0.433333333,0.461666667,0.606666667,0.395,0.39,0.46
2021-02-16 23:51:00,0.238333333,0.111666667,0.383333333,0.491666667,0.411666667,0.635,0.403333333,0.151666667,0.318333333,0.18,0.471666667,0.473333333,0.473333333,0.471666667
2021-02-17 01:26:00,0.285,0.206666667,0.555,0.588333333,0.285,0.635,0.49,0.18,0.515,0.221666667,0.471666667,0.473333333,0.473333333,0.471666667
2021-02-17 03:45:00,0.468333333,0.46,0.661666667,0.668333333,0.436666667,0.713333333,0.51,0.463333333,0.43,0.241666667,0.471666667,0.471666667,0.473333333,0.473333333
2021-02-17 06:29:00,0.536666667,0.471666667,0.893333333,0.633333333,0.695,0.866666667,0.823333333,0.473333333,0.66,0.183333333,0.471666667,0.471666667,0.473333333,0.471666667
2021-02-17 11:02:00,0.261666667,0.471666667,0.966666667,0.781666667,0.766666667,0.991666667,0.928333333,0.475,0.786666667,0.196666667,0.473333333,0.473333333,0.473333333,0.473333333
2021-02-17 12:23:00,0.081666667,0.471666667,0.546666667,0.615,0.798333333,0.561666667,0.938333333,0.473333333,0.605,0.17,0.473333333,0.473333333,0.473333333,0.471666667
2021-02-17 14:36:00,0.138333333,0.475,0.521666667,0.763333333,0.606666667,0.441666667,0.338333333,0.473333333,0.506666667,0.173333333,0.475,0.47,0.473333333,0.466666667
2021-02-17 15:11:00,0.228333333,0.461666667,0.55,0.98,0.503333333,0.411666667,0.41,0.463333333,0.853333333,0.145,0.463333333,0.463333333,0.461666667,0.465
2021-02-17 22:18:00,0.3,0.168333333,0.435,0.676666667,0.541666667,0.223333333,0.648333333,0.143333333,0.821666667,0.185,0.291666667,0.381666667,0.31,0.165
2021-02-17 23:47:00,0.42,0.208333333,0.273333333,0.725,0.425,0.261666667,0.666666667,0.123333333,0.93,0.153333333,0.426666667,0.388333333,0.221666667,0.125
2021-02-18 01:26:00,0.28,0.278333333,0.34,0.771666667,0.355,0.303333333,0.781666667,0.093333333,0.458333333,0.166666667,0.456666667,0.436666667,0.21,0.106666667
2021-02-18 05:21:00,0.461666667,0.411666667,0.418333333,0.47,0.446666667,0.451666667,0.958333333,0.461666667,0.498333333,0.081666667,0.308333333,0.393333333,0.181666667,0.108333333
2021-02-18 06:17:00,0.471666667,0.538333333,0.436666667,0.503333333,0.558333333,0.446666667,0.986666667,0.471666667,0.568333333,0.466666667,0.423333333,0.375,0.416666667,0.465
2021-02-18 10:23:00,0.473333333,0.305,0.24,0.271666667,0.511666667,0.473333333,0.953333333,0.471666667,0.95,0.471666667,0.43,0.3,0.196666667,0.471666667
2021-02-18 11:49:00,0.471666667,0.3,0.248333333,0.316666667,0.485,0.475,0.443333333,0.473333333,0.965,0.475,0.205,0.265,0.236666667,0.475
2021-02-18 12:37:00,0.473333333,0.195,0.181666667,0.276666667,0.535,0.47,0.468333333,0.473333333,0.83,0.47,0.325,0.326666667,0.286666667,0.473333333
2021-02-18 15:03:00,0.471666667,0.16,0.135,0.281666667,0.391666667,0.473333333,0.471666667,0.476666667,0.963333333,0.471666667,0.473333333,0.183333333,0.37,0.471666667
2021-02-20 01:27:00,0.471666667,0.576666667,0.471666667,0.471666667,0.19,0.478333333,0.471666667,0.475,0.471666667,0.471666667,0.471666667,0.495,0.471666667,0.365
2021-02-20 03:30:00,0.471666667,0.956666667,0.473333333,0.471666667,0.216666667,0.506666667,0.473333333,0.471666667,0.473333333,0.473333333,0.473333333,0.475,0.473333333,0.228333333
2021-02-20 05:18:00,0.473333333,0.986666667,0.471666667,0.47,0.138333333,0.331666667,0.473333333,0.468333333,0.473333333,0.47,0.471666667,0.361666667,0.473333333,0.22
2021-02-20 06:33:00,0.47,0.946666667,0.471666667,0.473333333,0.16,0.515,0.473333333,0.473333333,0.471666667,0.473333333,0.473333333,0.388333333,0.471666667,0.26
2021-02-20 11:16:00,0.471666667,0.761666667,0.471666667,0.473333333,0.261666667,0.355,0.473333333,0.473333333,0.471666667,0.47,0.473333333,0.306666667,0.471666667,0.355
2021-02-20 13:44:00,0.47,0.283333333,0.471666667,0.475,0.276666667,0.406666667,0.461666667,0.471666667,0.473333333,0.473333333,0.47,0.343333333,0.47,0.408333333
2021-02-20 15:56:00,0.47,0.238333333,0.461666667,0.465,0.403333333,0.461666667,0.353333333,0.421666667,0.471666667,0.386666667,0.458333333,0.386666667,0.401666667,0.435
2021-02-20 22:37:00,0.358333333,0.421666667,0.418333333,0.366666667,0.473333333,0.486666667,0.358333333,0.421666667,0.473333333,0.425,0.471666667,0.445,0.241666667,0.52
2021-02-21 00:08:00,0.245,0.383333333,0.445,0.421666667,0.475,0.53,0.341666667,0.223333333,0.471666667,0.425,0.473333333,0.37,0.256666667,0.553333333
2021-02-21 01:00:00,0.32,0.463333333,0.411666667,0.508333333,0.471666667,0.475,0.388333333,0.308333333,0.473333333,0.411666667,0.471666667,0.35,0.186666667,0.386666667
2021-02-21 05:50:00,0.46,0.18,0.366666667,0.491666667,0.473333333,0.448333333,0.423333333,0.396666667,0.475,0.115,0.475,0.38,0.166666667,0.395
2021-02-21 07:05:00,0.471666667,0.481666667,0.346666667,0.518333333,0.473333333,0.526666667,0.52,0.406666667,0.473333333,0.401666667,0.471666667,0.441666667,0.383333333,0.326666667
2021-02-21 14:56:00,0.473333333,0.468333333,0.41,0.743333333,0.471666667,0.366666667,0.355,0.286666667,0.473333333,0.345,0.473333333,0.183333333,0.196666667,0.196666667
2021-02-21 15:56:00,0.471666667,0.586666667,0.363333333,0.896666667,0.473333333,0.341666667,0.376666667,0.293333333,0.471666667,0.306666667,0.473333333,0.358333333,0.191666667,0.188333333
2021-02-21 23:44:00,0.47,0.365,0.28,0.63,0.471666667,0.236666667,0.251666667,0.368333333,0.473333333,0.296666667,0.475,0.468333333,0.221666667,0.163333333
2021-02-22 00:40:00,0.473333333,0.426666667,0.373333333,0.67,0.473333333,0.346666667,0.42,0.318333333,0.471666667,0.37,0.473333333,0.376666667,0.16,0.155
2021-02-22 06:51:00,0.473333333,0.423333333,0.456666667,0.441666667,0.468333333,0.463333333,0.513333333,0.406666667,0.471666667,0.5,0.731666667,0.351666667,0.465,0.465
2021-02-22 12:19:00,0.473333333,0.42,0.446666667,0.486666667,0.39,0.473333333,0.551666667,0.333333333,0.473333333,0.593333333,0.563333333,0.161666667,0.473333333,0.473333333
2021-02-22 13:51:00,0.471666667,0.251666667,0.316666667,0.213333333,0.173333333,0.471666667,0.53,0.331666667,0.47,0.69,0.471666667,0.185,0.475,0.475
2021-02-22 23:01:00,0.473333333,0.196666667,0.355,0.508333333,0.358333333,0.471666667,0.546666667,0.316666667,0.471666667,0.73,0.66,0.473333333,0.473333333,0.473333333
2021-02-23 01:07:00,0.471666667,0.146666667,0.131666667,0.373333333,0.265,0.473333333,0.641666667,0.328333333,0.475,0.29,0.6,0.473333333,0.471666667,0.475
2021-02-23 01:53:00,0.47,0.113333333,0.161666667,0.495,0.285,0.471666667,0.731666667,0.28,0.473333333,0.265,0.731666667,0.471666667,0.471666667,0.471666667
2021-02-23 04:09:00,0.471666667,0.111666667,0.151666667,0.635,0.338333333,0.471666667,0.391666667,0.298333333,0.473333333,0.313333333,0.686666667,0.473333333,0.471666667,0.471666667
2021-02-23 05:47:00,0.461666667,0.461666667,0.353333333,0.538333333,0.398333333,0.463333333,0.6,0.331666667,0.461666667,0.455,0.593333333,0.463333333,0.466666667,0.465
2021-02-23 11:09:00,0.091666667,0.253333333,0.421666667,0.346666667,0.546666667,0.28,0.435,0.38,0.258333333,0.406666667,0.608333333,0.105,0.256666667,0.155
2021-02-23 11:53:00,0.211666667,0.395,0.365,0.451666667,0.521666667,0.463333333,0.483333333,0.353333333,0.465,0.421666667,0.646666667,0.461666667,0.461666667,0.463333333
2021-02-23 14:25:00,0.115,0.383333333,0.44,0.475,0.575,0.473333333,0.556666667,0.236666667,0.471666667,0.2,0.363333333,0.473333333,0.475,0.473333333
2021-02-24 01:27:00,0.21,0.103333333,0.221666667,0.218333333,0.755,0.208333333,0.496666667,0.378333333,0.116666667,0.156666667,0.313333333,0.183333333,0.183333333,0.126666667
2021-02-24 03:03:00,0.465,0.456666667,0.415,0.416666667,0.818333333,0.463333333,0.495,0.461666667,0.463333333,0.458333333,0.445,0.461666667,0.463333333,0.461666667
2021-02-24 06:39:00,0.188333333,0.473333333,0.218333333,0.175,0.395,0.185,0.47,0.471666667,0.47,0.468333333,0.471666667,0.473333333,0.473333333,0.471666667
2021-02-24 07:38:00,0.44,0.176666667,0.395,0.465,0.473333333,0.46,0.485,0.443333333,0.398333333,0.458333333,0.383333333,0.39,0.463333333,0.461666667
2021-02-24 10:29:00,0.258333333,0.463333333,0.463333333,0.47,0.478333333,0.465,0.596666667,0.465,0.101666667,0.471666667,0.466666667,0.125,0.473333333,0.075
