,t,x,y,z,e,label
56,2020-10-29 01:29:00,550433.83,4432620.61,844.1,6054.53,0
57,2020-10-29 01:40:00,550424.15,4432563.41,814.2,3841.45,0
58,2020-10-29 06:19:00,550474.87,4432570.59,849.56,8597.93,0
59,2020-10-29 12:01:00,550463.31,4432635.32,810.02,4987.64,0
60,2020-10-29 16:56:00,550404.28,4432495.51,845.49,5929.65,0
61,2020-10-29 18:20:00,550411.45,4432627.49,834.01,8411.38,0
62,2020-10-29 21:39:00,550441.79,4432393.07,818.74,3926.2,0
63,2020-10-30 04:06:00,550477.38,4432712.25,828.04,6647.32,0
64,2020-10-30 10:48:00,550417.06,4432525.85,817.31,12687.08,1
65,2020-10-30 12:20:00,550439.87,4432702.03,810.41,6759.82,0
66,2020-10-30 13:46:00,550468.21,4432612.35,837.08,16936.92,1
67,2020-10-30 15:12:00,550433.23,4432498.12,836.39,8920.11,0
68,2020-10-30 17:05:00,550376.99,4432470.75,845.98,5926.68,0
69,2020-10-31 00:14:00,550411.6,4432627.39,834.09,11561.48,1
70,2020-10-31 01:31:00,550462.03,4432693.8,848.57,4670.92,0
71,2020-10-31 02:46:00,550418.08,4432547.8,816.25,3648.91,0
72,2020-10-31 15:18:00,550435.2,4432575.15,845.2,3160.95,0
73,2020-10-31 17:08:00,550441.86,4432679.1,845.22,3755.13,0
74,2020-11-01 00:34:00,550455.8,4432465.89,829.13,6263.68,0
75,2020-11-01 02:40:00,550440.52,4432622.16,844.81,4591.64,0
76,2020-11-01 06:32:00,550442.77,4432655.36,837.99,4287.4,0
77,2020-11-01 10:14:00,550443.99,4432658.98,841.86,4213.15,0
78,2020-11-01 11:20:00,550484.93,4432610.14,830.33,4765.42,0
79,2020-11-01 13:38:00,550463.21,4432676.96,839.5,4617.68,0
80,2020-11-01 14:00:00,550450.06,4432459.93,821.54,7827.31,0
81,2020-11-01 17:55:00,550437.61,4432656.98,842.26,2998.79,0
82,2020-11-01 22:39:00,550472.79,4432690.39,849.3,9295.34,0
83,2020-11-01 23:42:00,550401.66,4432499.65,810.95,12932.96,1
84,2020-11-02 02:46:00,550437.67,4432669.8,843.44,5482.67,0
85,2020-11-02 13:54:00,550432.28,4432503.15,812.71,6223.83,0
86,2020-11-02 23:03:00,550432.14,4432520.17,840.84,8375.9,0
87,2020-11-03 06:22:00,550416.21,4432634.54,835.57,3011.51,0
88,2020-11-03 14:57:00,550380.33,4432642.8,833.05,4800.73,0
89,2020-11-03 16:57:00,550430.13,4432444.55,814.25,5602.32,0
90,2020-11-04 00:34:00,550426.51,4432622.52,830.69,5064.09,0
91,2020-11-04 01:11:00,550385.29,4432632.23,817.13,4218.29,0
92,2020-11-04 02:01:00,550335.55,4432547.45,840.11,2666.79,0
93,2020-11-04 04:47:00,550422.63,4432516.46,836.69,8082.19,0
94,2020-11-04 13:53:00,550471.9,4432605.71,844.27,2573.71,0
95,2020-11-04 23:47:00,550389.12,4432682.56,845.16,4080.83,0
96,2020-11-05 02:51:00,550402.79,4432622.88,815.09,680.85,0
97,2020-11-06 00:02:00,550382.91,4432687.27,811.6,4818.72,0
98,2020-11-06 12:09:00,550418.63,4432581.3,818.51,5098.11,0
99,2020-11-06 12:37:00,550424,4432422.19,849.03,5749.34,0
100,2020-11-06 13:45:00,550381.13,4432643.4,843.23,4442.5,0
101,2020-11-06 18:55:00,550390.17,4432639.93,823.49,3510.59,0
102,2020-11-06 22:27:00,550428.29,4432526.26,841.28,7401.35,0
103,2020-11-07 08:30:00,550377.74,4432628.26,809.14,1962.31,0
104,2020-11-07 12:44:00,550352.85,4432655.56,839.86,2380.17,0
105,2020-11-07 19:55:00,550392.05,4432623.12,831.44,2683.18,0
106,2020-11-08 06:47:00,550382.85,4432646.6,842.85,3893.29,0
107,2020-11-08 17:09:00,550415.31,4432620.86,822.35,2835.74,0
108,2020-11-08 22:26:00,550361.62,4432469.28,825.88,3923.02,0
109,2020-11-09 01:18:00,550388.7,4432667.38,837.22,13000.15,1
110,2020-11-09 09:35:00,550365.27,4432644.18,810.69,3180.68,0
111,2020-11-09 11:03:00,550446.16,4432493.86,826.81,4557.21,0
112,2020-11-09 14:29:00,550394.87,4432523.9,831.56,3271.45,0
113,2020-11-09 16:18:00,550401.37,4432547.32,826.94,2728.56,0
114,2020-11-10 10:28:00,550335.8,4432612.71,848.56,4265.55,0
115,2020-11-10 14:18:00,550467.27,4432628.97,828.52,4093.82,0
116,2020-11-10 17:19:00,550344.81,4432430.49,843.01,4210.58,0
117,2020-11-11 04:01:00,550403.48,4432625.17,841.86,3773.33,0
118,2020-11-11 12:35:00,550410.4,4432591.92,832.61,4462.13,0
119,2020-11-11 13:53:00,550371.66,4432672.98,834.26,4742.36,0
120,2020-11-11 15:31:00,550370.78,4432478.91,825.3,3765.76,0
121,2020-11-12 17:44:00,550452.13,4432636.7,817.6,3173.92,0
122,2020-11-13 07:27:00,550449.42,4432409.24,828.91,3382.51,0
123,2020-11-13 18:50:00,550408.53,4432492.47,817.77,3624.79,0
124,2020-11-13 20:32:00,550400.89,4432637.24,823.63,4450.05,0
125,2020-11-15 00:46:00,550392.17,4432640.73,812.17,1963.06,0
126,2020-11-15 13:02:00,550353.13,4432449.78,811.93,4995.34,0
127,2020-11-15 23:49:00,550384.42,4432507.1,822.38,1962.23,0
128,2020-11-16 08:44:00,550413.36,4432635.83,828.83,4697.87,0
129,2020-11-16 12:12:00,550333.32,4432631.14,835.87,2604.94,0
130,2020-11-16 12:55:00,550377.25,4432659.16,838.49,2834.62,0
131,2020-11-17 07:38:00,550354.66,4432387.91,835.26,4336.3,0
132,2020-11-17 08:03:00,550419.66,4432665.33,828.95,7142.1,0
133,2020-11-17 11:24:00,550385.56,4432463.69,822.74,4772.35,0
134,2020-11-17 18:39:00,550370.03,4432587.19,825.96,8630.41,0
135,2020-11-17 21:16:00,550408.92,4432419.71,848.83,5748.91,0
136,2020-11-18 01:04:00,550374.75,4432540.52,840.88,4143.95,0
137,2020-11-18 04:31:00,550355.35,4432434.96,836.72,5500.76,0
138,2020-11-18 11:25:00,550359.82,4432690.78,807.27,5535.27,0
139,2020-11-19 09:41:00,550229.18,4432664.26,822.76,3573.71,0
140,2020-11-19 10:23:00,550391.15,4432575.86,820.42,3825.69,0
141,2020-11-19 13:37:00,550398.4,4432631.82,841.04,4846.01,0
142,2020-11-19 13:46:00,550368.29,4432665.71,829.82,7603.01,0
143,2020-11-19 22:35:00,550370.58,4432672.86,827.74,3525.82,0
144,2020-11-20 00:35:00,550400.38,4432572.61,848.37,4058.91,0
145,2020-11-20 01:15:00,550362.99,4432462.18,820.67,11354.55,1
146,2020-11-20 16:25:00,550373.22,4432421.98,813.02,5449.53,0
147,2020-11-21 10:47:00,550417.53,4432709.84,843.54,8373.75,0
148,2020-11-21 12:30:00,550376.1,4432493.3,811.07,2913.78,0
149,2020-11-21 17:09:00,550355.17,4432471.59,824.24,2753.11,0
150,2020-11-22 06:12:00,550391.3,4432430.83,831.54,4952.66,0
151,2020-11-22 14:14:00,550422.13,4432781.12,848.19,11248.28,1
152,2020-11-23 00:49:00,550383.79,4432627.39,844.46,3432.53,0
153,2020-11-23 01:10:00,550370.87,4432683.34,837.33,6284.19,0
154,2020-11-23 06:18:00,550367.22,4432561.64,837.38,3556.87,0
155,2020-11-25 01:42:00,550350.54,4432619,819.95,5411.92,0
156,2020-11-25 01:45:00,550363.44,4432609.31,849.75,7881.35,0
157,2020-11-25 04:41:00,550366.44,4432615.19,831.73,10834.74,1
158,2020-11-25 07:27:00,550421.92,4432624.75,841.4,4776.75,0
159,2020-11-26 13:27:00,550343.51,4432692.91,839.35,10736.85,1
160,2020-11-26 15:04:00,550346.7,4432668.42,829.1,1993.02,0
161,2020-11-28 10:26:00,550347.24,4432688.47,820.33,2419.76,0
162,2020-11-28 11:23:00,550370.26,4432677.21,832.01,2796.35,0
163,2020-11-29 16:40:00,550389.83,4432652.89,831.75,3665.69,0
164,2020-12-04 03:06:00,550332.92,4432618.65,808.4,3145.3,0
165,2020-12-05 03:44:00,550263.25,4432494.35,817.55,3082.98,0
166,2020-12-05 07:37:00,550322.58,4432514.9,829.33,2913.11,0
167,2020-12-05 18:19:00,550318.97,4432465.1,833.86,7059.76,0
168,2020-12-13 07:40:00,550222.58,4432544.5,836.22,1946.12,0
169,2020-12-14 15:29:00,550262.82,4432642.53,823.81,10052.03,0
170,2020-12-15 16:09:00,550290.26,4432682.62,833.9,18669.6,1
171,2020-12-15 16:18:00,550329.5,4432573.19,834.07,4763.55,0
172,2020-12-17 01:19:00,550319.68,4432627.25,839.99,11307.01,1
173,2020-12-17 23:39:00,550206.28,4432724.08,808.94,4004.28,0
174,2020-12-19 05:39:00,550360,4432597.44,808.55,1239.85,0
175,2020-12-20 16:13:00,550372.47,4432608.51,822.49,2186.43,0
176,2020-12-21 13:40:00,550240.37,4432457.43,838.06,9065.08,0
177,2020-12-21 17:16:00,550094.3,4432767.82,848.1,3915.48,0
178,2020-12-22 00:33:00,550357.1,4432482.54,811.44,5045.21,0
179,2020-12-22 01:09:00,550269.25,4432591.16,845.41,4846.21,0
180,2020-12-22 01:53:00,550264,4432548.23,835.94,5919.25,0
181,2020-12-22 01:55:00,550237.48,4432463.75,835.35,5515.6,0
182,2020-12-22 03:15:00,550253.81,4432467.69,822.66,8221.67,0
183,2020-12-22 03:20:00,550245.1,4432506.8,847.95,10716.94,1
184,2020-12-22 10:25:00,550206.92,4432726.45,826.48,4217.58,0
185,2020-12-22 11:29:00,550276.18,4432535.9,819.75,4870.45,0
186,2020-12-22 11:43:00,550241.8,4432700.4,821.17,3955.54,0
187,2020-12-22 12:40:00,550251.55,4432543.85,845.01,5009.8,0
188,2020-12-22 12:42:00,550355.62,4432567.42,810.61,5550.18,0
189,2020-12-22 15:18:00,550213.8,4432512.42,848.17,6716.02,0
190,2020-12-22 17:56:00,550264.29,4432694.05,823.15,8205.4,0
191,2020-12-22 18:02:00,550264.13,4432609.51,847.44,13207.45,1
192,2020-12-22 22:24:00,550292,4432563.93,816.76,9827.34,0
193,2020-12-22 23:39:00,550297.48,4432685.73,849.13,5756.82,0
194,2020-12-23 01:54:00,550203.12,4432590.95,845.39,3283.27,0
195,2020-12-23 04:07:00,550202.2,4432564.21,818.15,4512.18,0
196,2020-12-23 07:43:00,550289.33,4432417.54,838.39,4936.62,0
197,2020-12-23 12:36:00,550279.02,4432659.86,846.54,5805.09,0
198,2020-12-23 15:24:00,550221.78,4432584.14,829.18,4676.67,0
199,2020-12-24 02:10:00,550195.46,4432596.48,846.56,3192.16,0
200,2020-12-24 03:51:00,550268.97,4432688.71,832.05,4570.4,0
201,2020-12-24 06:47:00,550235.9,4432710.8,812.65,1970.12,0
202,2020-12-24 10:11:00,550232.13,4432752.44,829.62,1550.88,0
203,2020-12-25 00:40:00,550269.61,4432687.28,844.5,2091.87,0
204,2020-12-25 03:29:00,550307.79,4432731.47,836.71,8305.44,0
205,2020-12-25 05:04:00,550254.97,4432704.91,808.73,2400.17,0
206,2020-12-25 13:33:00,550249.21,4432700.27,835.86,2479.89,0
207,2020-12-25 18:53:00,550255.94,4432567.48,843.86,6499.26,0
208,2020-12-25 19:18:00,550205.75,4432474,834.93,2312.9,0
209,2020-12-25 20:23:00,550219.57,4432731.97,824.76,3128.92,0
210,2020-12-25 22:55:00,550263.42,4432690.36,819.06,4031.09,0
211,2020-12-26 00:03:00,550223.01,4432713.96,807.3,8579.26,0
212,2020-12-26 03:14:00,550234.18,4432678.6,837.36,3683.68,0
213,2020-12-26 06:34:00,550228.49,4432514.64,817.72,4104.55,0
214,2020-12-26 09:48:00,550235.8,4432695.96,825.5,5913.85,0
215,2020-12-26 11:49:00,550272.74,4432657.47,840.74,6391.45,0
216,2020-12-26 13:15:00,550220.79,4432718.87,839.38,9005.15,0
217,2020-12-26 13:16:00,550231.1,4432699.26,840.16,3493.24,0
218,2020-12-26 13:50:00,550241.82,4432466.69,832.49,8149.89,0
219,2020-12-26 14:02:00,550251.18,4432709.5,815.46,8852.49,0
220,2020-12-26 14:20:00,550241.75,4432667.18,828.72,4352.15,0
221,2020-12-26 14:29:00,550241.39,4432707.19,826.72,4007.07,0
222,2020-12-26 17:03:00,550292.52,4432658.65,809.32,4321.74,0
223,2020-12-27 01:34:00,550243.08,4432694.94,816.41,15549.4,1
224,2020-12-27 06:38:00,550263.73,4432694.94,828.75,12675.59,1
225,2020-12-27 10:04:00,550282.17,4432667.66,822.78,5292.34,0
226,2020-12-27 16:50:00,550250.17,4432670.66,838.8,17725.11,1
227,2020-12-27 23:50:00,550248.07,4432675.45,844.13,10292.41,1
228,2020-12-28 05:49:00,550241.05,4432689.94,827.19,6687.5,0
229,2020-12-28 11:19:00,550216.16,4432501.82,823.99,8146.13,0
230,2020-12-28 15:51:00,550213.02,4432451.34,831.41,13532.61,1
231,2020-12-28 16:20:00,550219.23,4432561.84,845.9,10041.22,0
232,2020-12-28 16:38:00,550220.15,4432746.71,842.31,8898.81,0
233,2020-12-28 23:14:00,550279.06,4432613.76,849.11,6808.68,0
234,2020-12-28 23:38:00,550275.06,4432468.09,821.36,9414.47,0
235,2020-12-28 23:47:00,550217.67,4432450.2,822.13,11391.15,1
236,2020-12-29 07:45:00,550264.58,4432480.08,824.56,10869.69,1
237,2020-12-29 14:05:00,550398.61,4432712.31,810.15,15212.86,1
238,2020-12-29 14:17:00,550170.54,4432537.12,840.28,5508.01,0
239,2020-12-29 15:12:00,550261.44,4432709.65,832.08,9979.04,0
240,2020-12-29 15:34:00,550610.5,4432463.61,834.01,6331.33,0
241,2020-12-30 02:50:00,550646.31,4432701.03,811.01,4660.69,0
242,2020-12-30 11:40:00,550233.63,4432485.83,829.84,5546.91,0
243,2020-12-30 13:40:00,550216.76,4432635.05,816.02,7983.4,0
244,2020-12-30 14:49:00,550297.66,4432677.67,827.18,13725.64,1
245,2020-12-31 00:37:00,550283.47,4432677.05,842.26,2025.91,0
246,2020-12-31 03:26:00,550492.37,4432357.72,809.69,981.44,0
247,2021-01-01 08:09:00,550331.02,4432659.91,808.61,8864.37,0
248,2021-01-01 11:41:00,550312.53,4432680.43,834.5,11928.66,1
249,2021-01-01 16:40:00,550084.82,4432709.65,812.32,1346.89,0
250,2021-01-02 06:11:00,550232.17,4432627.67,833.89,4004.73,0
251,2021-01-02 07:38:00,550260.72,4432701.36,834.09,4948.19,0
252,2021-01-02 12:02:00,550279.05,4432593.97,812.45,5335.23,0
253,2021-01-03 03:38:00,550251.4,4432705.25,846.07,2510.76,0
254,2021-01-03 10:36:00,550275.94,4432645.72,836.96,2664.78,0
255,2021-01-03 15:36:00,550241.13,4432688.92,820.99,1972.06,0
256,2021-01-03 15:46:00,550288.55,4432708.61,807.85,5460.38,0
257,2021-01-03 15:49:00,550268.47,4432704.41,844.61,4011.69,0
258,2021-01-04 13:16:00,550170.37,4432499.69,826.96,4828.19,0
259,2021-01-05 06:17:00,550160.04,4432471.06,837.71,15600.58,1
260,2021-01-05 13:34:00,550196.71,4432532.09,811.79,5412.3,0
261,2021-01-05 17:03:00,550228.81,4432629.37,828.71,4970.82,0
262,2021-01-06 00:30:00,550223.31,4432689.09,839.72,22076.44,1
263,2021-01-06 00:37:00,550230.02,4432713.29,837.46,8561.6,0
264,2021-01-06 01:22:00,550197.54,4432650.93,835.28,5959.84,0
265,2021-01-06 01:53:00,550240.57,4432721.2,820.01,13268.84,1
266,2021-01-06 03:11:00,550209.07,4432634.91,835.8,7046.17,0
267,2021-01-06 05:16:00,550228.95,4432717.03,821.68,12297.77,1
268,2021-01-06 05:25:00,550233.53,4432685.01,811.81,10138.75,1
269,2021-01-06 07:06:00,550180.26,4432619.62,830.38,5620.29,0
270,2021-01-06 07:37:00,550196.15,4432526.19,834.22,4284.67,0
271,2021-01-06 11:16:00,550168.68,4432573.68,846.63,4911.85,0
272,2021-01-06 11:33:00,550108.44,4432516.89,817.52,5125.92,0
273,2021-01-06 12:36:00,550236.39,4432699.34,821.6,9643.79,0
274,2021-01-06 13:37:00,550269.64,4432678.09,816.19,4818.65,0
275,2021-01-06 14:33:00,550234.66,4432704.7,848.82,10508.46,1
276,2021-01-06 16:49:00,550228.96,4432517.8,839,11119.63,1
277,2021-01-07 02:26:00,550260.32,4432696.95,846.91,7606.15,0
278,2021-01-07 04:52:00,550195.81,4432512.09,844.72,19395.3,1
279,2021-01-07 06:10:00,550315.97,4432764.99,815.91,9901.38,0
280,2021-01-07 12:38:00,550360.47,4432554.78,831.81,7570.06,0
281,2021-01-07 14:43:00,550269.95,4432704.37,838.01,10242.14,1
282,2021-01-07 16:08:00,550287.26,4432735.06,810.45,8192.85,0
283,2021-01-08 00:05:00,550200.7,4432481.36,826.37,5570.89,0
284,2021-01-08 02:29:00,550270.14,4432642.41,839.03,22753.99,1
285,2021-01-08 02:36:00,550234.44,4432588.21,833,6627.14,0
286,2021-01-08 05:48:00,550219.28,4432480.95,820.01,8389.98,0
287,2021-01-08 11:11:00,550311.22,4432675.89,807.73,10547.09,1
288,2021-01-08 13:51:00,550208.42,4432568.38,812.23,5727.38,0
289,2021-01-08 14:19:00,550302.41,4432614.26,823.36,15194.91,1
290,2021-01-09 07:32:00,550247.37,4432746.77,829.61,811.15,0
291,2021-01-09 11:46:00,550256.7,4432698.04,833.92,5536.53,0
292,2021-01-09 11:46:00,550218.93,4432527.81,839.49,2889.71,0
293,2021-01-09 12:08:00,550233.48,4432486.43,831.97,1467.05,0
294,2021-01-09 12:12:00,550148.71,4432492.26,849.82,3783.34,0
295,2021-01-09 15:01:00,550166.18,4432503.39,837.16,1198.51,0
296,2021-01-09 17:00:00,550215,4432539.66,842.41,2978.64,0
297,2021-01-09 18:08:00,550118.79,4432764.19,810.98,2247.62,0
298,2021-01-09 20:15:00,550211.38,4432486.87,847.18,37514.95,1
299,2021-01-09 20:51:00,550165.18,4432479.38,848.31,3604.66,0
300,2021-01-09 23:51:00,550239.4,4432705.61,820.72,2359.38,0
301,2021-01-10 00:09:00,550262.45,4432630.24,835.64,3278.96,0
302,2021-01-10 06:52:00,550239.84,4432708.02,814.29,3893.33,0
303,2021-01-10 07:01:00,550169.29,4432493.9,843.86,9382.58,0
304,2021-01-10 08:48:00,550158.01,4432499.11,817.21,19643.37,1
305,2021-01-10 10:04:00,550268.69,4432587.35,845.25,11618.03,1
306,2021-01-10 11:05:00,550261.74,4432684.92,828.95,5470.37,0
307,2021-01-11 00:29:00,550177.23,4432490.29,822.64,996.91,0
308,2021-01-11 00:30:00,550171.17,4432465.01,812.15,23824.63,1
309,2021-01-11 00:55:00,550202.19,4432542.3,829.57,1747.82,0
310,2021-01-11 04:11:00,550179.76,4432480.74,811.12,1958.75,0
311,2021-01-11 05:01:00,550230.08,4432719.73,829.31,5076.83,0
312,2021-01-11 08:11:00,550273.22,4432698.96,816.02,6974.32,0
313,2021-01-11 12:18:00,550110.13,4432478.01,834.5,1232.24,0
314,2021-01-11 15:12:00,550213.04,4432527.13,840.66,1438.03,0
315,2021-01-11 16:36:00,550127.76,4432483.76,828.74,2009.19,0
316,2021-01-11 23:00:00,550221.09,4432556.95,824.82,4539.08,0
317,2021-01-11 23:52:00,550237.3,4432698.96,811.17,6608.69,0
318,2021-01-12 01:45:00,550270.42,4432537.36,823.43,8351.86,0
319,2021-01-12 11:02:00,550126.7,4432492.12,847.31,5912.38,0
320,2021-01-12 12:24:00,550242.44,4432720.31,830.14,5314.29,0
321,2021-01-12 12:43:00,550104.06,4432451.94,812.17,4335.32,0
322,2021-01-12 15:58:00,550173.48,4432580.22,833.54,3537.78,0
323,2021-01-12 16:21:00,550189.73,4432504.34,832.24,5806.75,0
324,2021-01-12 17:42:00,550223.86,4432545.73,827.47,4710.22,0
325,2021-01-13 07:46:00,550234.96,4432715.41,808.84,5970.61,0
326,2021-01-13 12:51:00,550156.67,4432497.85,841.16,18979.03,1
327,2021-01-13 16:37:00,550270.06,4432667.68,818.27,6243.56,0
328,2021-01-13 17:52:00,550247.68,4432700.83,808.2,9873.67,0
329,2021-01-14 01:26:00,550187.77,4432697.16,819.5,5104.71,0
330,2021-01-14 03:57:00,550151,4432494.38,834.04,4370.6,0
331,2021-01-14 07:50:00,550246,4432741.94,817.15,5136.49,0
332,2021-01-14 11:37:00,550132.11,4432497.69,831.36,10628.42,1
333,2021-01-14 11:40:00,550135,4432488.55,832.01,3746.01,0
334,2021-01-14 11:52:00,550223.7,4432760.81,824.77,5930.87,0
335,2021-01-14 15:32:00,550246.96,4432707.92,828.46,8203.51,0
336,2021-01-15 00:36:00,550261.31,4432764.6,815.62,12367.8,1
337,2021-01-15 11:31:00,550204.98,4432533.54,846.08,4415.82,0
338,2021-01-15 12:08:00,550138.75,4432487.49,839.64,7648.28,0
339,2021-01-15 12:35:00,550175.61,4432505.02,847.04,25102.79,1
340,2021-01-15 14:58:00,550142.23,4432491.51,837.08,5340.3,0
341,2021-01-16 00:32:00,550153.55,4432543.68,849.17,3960.9,0
342,2021-01-16 01:17:00,550132.98,4432513.17,839.16,5703.71,0
343,2021-01-16 03:24:00,550236.81,4432740.51,811.78,6928.69,0
344,2021-01-16 03:44:00,550268.32,4432723.98,827.71,16165.85,1
345,2021-01-16 08:38:00,550262.66,4432677.8,825.63,16882.64,1
346,2021-01-16 14:48:00,550228.33,4432773.06,818.32,5263.02,0
347,2021-01-16 17:26:00,550145.15,4432516.43,844.16,3790.29,0
348,2021-01-17 00:57:00,550267,4432714.48,829.94,5125.06,0
349,2021-01-17 02:00:00,550259.34,4432694.41,824.32,10639.48,1
350,2021-01-17 05:09:00,550177.55,4432496.73,847.07,5218.59,0
351,2021-01-17 10:18:00,550198.36,4432819.37,846.6,5954.08,0
352,2021-01-17 12:26:00,550187.06,4432510.64,846.06,5547.49,0
353,2021-01-18 02:57:00,550147.44,4432496.46,849.58,14216.32,1
354,2021-01-18 03:34:00,550212.92,4432718.19,820.8,19468.09,1
355,2021-01-18 05:31:00,550134.53,4432488.79,827.08,15054.51,1
356,2021-01-18 14:44:00,550232.6,4432706.3,834.81,15188.56,1
357,2021-01-18 17:47:00,550126.93,4432490.95,844.52,8670.43,0
358,2021-01-18 22:48:00,550232.83,4432707.59,849.31,15882.9,1
359,2021-01-19 01:13:00,550207.14,4432678.82,823.58,6454.69,0
360,2021-01-19 05:17:00,550309.58,4432698.63,846.15,16594.81,1
361,2021-01-19 18:26:00,550109.24,4432479.45,826.72,8732.74,0
362,2021-01-19 18:57:00,550155.89,4432509.79,812.74,6319.43,0
363,2021-01-20 00:40:00,550171.92,4432662.05,841.99,14959.03,1
364,2021-01-20 01:03:00,550219.4,4432719.17,818.47,8702.51,0
365,2021-01-20 14:33:00,550124.18,4432523.32,833.96,7143.63,0
366,2021-01-20 15:06:00,550164.78,4432503.11,829.34,7047.28,0
367,2021-01-20 15:43:00,550181.3,4432720.47,809.88,6065.82,0
368,2021-01-20 16:01:00,550154.74,4432699.84,834.26,7410.79,0
369,2021-01-20 18:33:00,550173.45,4432654.22,829.44,6027.31,0
370,2021-01-21 01:20:00,550139.97,4432497.73,822.21,2735,0
371,2021-01-21 01:57:00,550211.89,4432701.09,807.24,10839.42,1
372,2021-01-21 03:11:00,550160.11,4432625.72,812.96,2723.94,0
373,2021-01-21 05:56:00,550178.74,4432680.91,848.13,14929.07,1
374,2021-01-21 06:27:00,550168.88,4432643.6,833.45,3103.63,0
375,2021-01-21 06:39:00,550171.35,4432619.83,825.14,6034.13,0
376,2021-01-21 07:11:00,550176.23,4432645.21,839.25,3468.97,0
377,2021-01-21 07:48:00,550153.18,4432508.83,828.71,9396.56,0
