,1,2,3
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.18240083729275983,0.23576940498924545,0.0
56,0.11093815271769862,0.2516525842550979,0.0
57,0.1850484772603863,0.0,0.0
58,0.13565124497545855,0.0,0.0
59,0.0,0.12488823190608976,0.0
60,0.12556626722436146,0.14265862231001633,0.0
61,0.16948291119208544,0.0,0.0
62,0.0885935301809278,0.0,0.0
63,0.32834636085233004,0.1436811070307471,0.0
64,0.0,0.3411274546630312,0.0
65,0.16197502663309785,0.0,0.0
66,0.0,0.33951206506191994,0.0
67,0.18387118502661537,0.18472448704521252,0.0
68,0.24744998797596135,0.0,0.0
69,0.0,0.12119479048975663,0.0
70,0.0889693183167764,0.2530433328766861,0.0
71,0.0,0.5022035684280974,0.0
72,0.141828410173932,0.0,0.0
73,0.16550985764365475,0.0,0.0
74,0.11767181130078434,0.0,0.0
75,0.0,0.09524888010947749,0.0
76,0.23877288629513665,0.0,0.0
77,0.09829784518592354,0.0,0.0
78,0.020114414488405223,0.0,0.0
79,0.0,0.04314800820786583,0.0
80,0.14235989040694427,0.3996466139607372,0.0
81,0.0,0.28340779629408674,0.0
82,0.1602336090491674,0.0,0.0
83,0.1312451881688187,0.0,0.0
84,0.16118622606492508,0.12126893428846258,0.0
85,0.0,0.0,0.0
86,0.0,0.1658844741412454,0.0
87,0.057972705727755675,0.22711865904802309,0.0
88,0.07031758233512148,0.23723560493237938,0.0
89,0.0792694347756468,0.0,0.0
90,0.0,0.16667034930567526,0.0
91,0.0,0.0,0.0
92,0.11501982636933711,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.13581756795573763,0.0
95,0.09983733573302025,0.44958577676431555,0.0
96,0.38406463319591855,0.19634566820993793,0.0
97,0.0,0.24167226427795974,0.0
98,0.11430059978386273,0.0,0.0
99,0.09664874976587098,0.28104188486302795,0.0
100,0.08061010031061606,0.0,0.0
101,0.0,0.17604708474930805,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,0.12601753796139664,0.22187384457201106,0.0
105,0.12266882843321754,0.24204494734562745,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
108,0.11147583700012349,0.0,0.0
109,0.0,0.2831566403137019,0.0
110,0.0,0.0,0.0
111,0.1277270982439783,0.0,0.0
112,0.0,0.1621885776322399,0.0
113,0.0,0.1550335783024802,0.0
114,0.0,0.1526715336423804,0.0
115,0.0,0.1553988960921308,0.0
116,0.09376741196010738,0.2518652566578431,0.0
117,0.0,0.0,0.0
118,0.09992980561236037,0.362922601239429,0.0
119,0.0,0.0,0.0
120,0.11927787228284793,0.0,0.0
121,0.0,0.19532385863969207,0.0
122,0.0,0.15523023122553806,0.0
123,0.0,0.24408255150907182,0.0
124,0.0,0.0,0.0
125,0.0,0.0,0.0
126,0.0,0.0,0.0
127,0.0,0.14421288010358527,0.0
128,0.05799486304708637,0.20978484549856305,0.0
129,0.0,0.0,0.0
130,0.0,0.17309729090343973,0.0
131,0.0,0.0,0.0
132,0.14757779139386082,0.09509273621551394,0.0
133,0.0,0.0,0.0
134,0.0579703422803604,0.0,0.0
135,0.0,0.0,0.0
136,0.13878960768545823,0.0,0.0
137,0.08035071195898473,0.0,0.0
138,0.0,0.09474141245409591,0.0
139,0.0,0.0,0.0
140,0.0,0.0,0.0
141,0.0,0.0,0.0
142,0.0,0.3361851689815736,0.0
143,0.16003246982813207,0.0,0.0
144,0.0,0.0,0.0
145,0.0,0.0,0.0
146,0.212404789998836,0.18965995984450426,0.0
147,0.14246727954796704,0.4202425091439927,0.0
148,0.0,0.0,0.0
149,0.16352899329549062,0.3710781735878184,0.0
150,0.0,0.0,0.0
151,0.10930057910369802,0.0,0.0
152,0.0,0.14213587170274916,0.0
153,0.0,0.0,0.0
154,0.0,0.0,0.0
155,0.0,0.22017725278076072,0.0
156,0.18389127432947522,0.0,0.0
157,0.0,0.22425761680226144,0.0
158,0.1865082999348673,0.26398150725995456,0.0
159,0.0,0.16046915347913637,0.0
160,0.0,0.0,0.0
161,0.0,0.0,0.0
162,0.1609959685496055,0.0,0.0
163,0.0,0.0,0.0
164,0.0,0.0,0.0
165,0.166734271109869,0.1255568763954133,0.0
166,0.08133538323004083,0.0,0.0
167,0.0,0.0,0.0
168,0.0,0.0,0.0
169,0.14631689220848204,0.0,0.0
